Round: 1
Created: paoletti0 (distance: 76, speed: 2, health: 2)
Moved: paoletti1161 (distance: 129, speed: 1, health: 5)
Moved: garcia1163 (distance: 253, speed: 5, health: 5)
Moved: bing1165 (distance: 167, speed: 6, health: 5)
Moved: will1166 (distance: 270, speed: 6, health: 1)
Moved: potatobot1169 (distance: 231, speed: 6, health: 3)
Moved: darden1171 (distance: 78, speed: 2, health: 5)
Moved: bing1174 (distance: 125, speed: 3, health: 4)
Moved: potatobot1178 (distance: 119, speed: 3, health: 3)
Moved: darden1180 (distance: 250, speed: 8, health: 2)
Moved: bing1183 (distance: 184, speed: 5, health: 5)
Moved: fee1185 (distance: 117, speed: 1, health: 3)
Moved: potatobot1187 (distance: 149, speed: 4, health: 4)
Moved: garcia1190 (distance: 139, speed: 3, health: 5)
Moved: bing1192 (distance: 147, speed: 1, health: 2)
Moved: will1193 (distance: 170, speed: 1, health: 4)
Moved: fee1194 (distance: 177, speed: 3, health: 2)
Moved: darden1198 (distance: 195, speed: 7, health: 4)
Moved: garcia1199 (distance: 108, speed: 1, health: 1)
Moved: cris1200 (distance: 151, speed: 3, health: 1)
Moved: darden1207 (distance: 132, speed: 1, health: 4)
Moved: garcia1208 (distance: 159, speed: 3, health: 3)
Moved: fee1212 (distance: 264, speed: 9, health: 5)
Moved: noah1213 (distance: 108, speed: 2, health: 3)
Moved: paoletti1215 (distance: 288, speed: 2, health: 2)
Moved: noah1222 (distance: 173, speed: 6, health: 2)
Moved: potatobot1223 (distance: 154, speed: 5, health: 4)
Moved: darden1225 (distance: 205, speed: 5, health: 5)
Moved: garcia1226 (distance: 274, speed: 2, health: 2)
Moved: will1229 (distance: 88, speed: 3, health: 5)
Moved: darden1234 (distance: 224, speed: 8, health: 5)
Moved: garcia1235 (distance: 243, speed: 4, health: 1)
Moved: cris1236 (distance: 252, speed: 9, health: 5)
Moved: bing1237 (distance: 199, speed: 3, health: 5)
Moved: noah1240 (distance: 183, speed: 5, health: 1)
Moved: potatobot1241 (distance: 134, speed: 1, health: 4)
Moved: paoletti1242 (distance: 226, speed: 5, health: 3)
Moved: darden1243 (distance: 218, speed: 4, health: 2)
Moved: cris1245 (distance: 201, speed: 6, health: 4)
Moved: will1247 (distance: 33, speed: 1, health: 5)
Moved: paoletti1251 (distance: 288, speed: 2, health: 5)
Moved: darden1252 (distance: 83, speed: 1, health: 1)
Moved: garcia1253 (distance: 240, speed: 8, health: 3)
Moved: noah1258 (distance: 166, speed: 2, health: 1)
Moved: paoletti1260 (distance: 37, speed: 1, health: 3)
Moved: garcia1262 (distance: 45, speed: 1, health: 5)
Moved: bing1264 (distance: 256, speed: 9, health: 5)
Moved: will1265 (distance: 259, speed: 6, health: 2)
Moved: darden1270 (distance: 118, speed: 1, health: 2)
Moved: cris1272 (distance: 151, speed: 1, health: 3)
Moved: will1274 (distance: 246, speed: 2, health: 5)
Moved: noah1276 (distance: 260, speed: 8, health: 1)
Moved: darden1279 (distance: 218, speed: 1, health: 5)
Moved: garcia1280 (distance: 114, speed: 4, health: 4)
Moved: bing1282 (distance: 261, speed: 9, health: 3)
Moved: garcia1289 (distance: 152, speed: 1, health: 2)
Moved: will1292 (distance: 265, speed: 5, health: 5)
Moved: potatobot1295 (distance: 156, speed: 5, health: 4)
Moved: darden1297 (distance: 256, speed: 3, health: 4)
Moved: will1301 (distance: 261, speed: 4, health: 5)
Moved: fee1302 (distance: 229, speed: 1, health: 5)
Moved: noah1303 (distance: 212, speed: 1, health: 3)
Moved: bing1309 (distance: 261, speed: 5, health: 4)
Moved: will1310 (distance: 245, speed: 1, health: 1)
Moved: cris1317 (distance: 216, speed: 7, health: 5)
Moved: bing1318 (distance: 273, speed: 1, health: 5)
Moved: fee1320 (distance: 136, speed: 4, health: 1)
Moved: paoletti1323 (distance: 163, speed: 2, health: 1)
Moved: darden1324 (distance: 265, speed: 5, health: 5)
Moved: garcia1325 (distance: 257, speed: 6, health: 5)
Moved: cris1326 (distance: 259, speed: 4, health: 4)
Moved: will1328 (distance: 227, speed: 2, health: 1)
Moved: fee1329 (distance: 126, speed: 1, health: 2)
Moved: noah1330 (distance: 94, speed: 3, health: 1)
Moved: garcia1334 (distance: 253, speed: 4, health: 4)
Moved: noah1339 (distance: 228, speed: 1, health: 5)
Moved: potatobot1340 (distance: 77, speed: 1, health: 5)
Moved: darden1342 (distance: 84, speed: 2, health: 1)
Moved: cris1344 (distance: 227, speed: 1, health: 1)
Moved: darden1351 (distance: 224, speed: 6, health: 1)
Moved: cris1353 (distance: 143, speed: 2, health: 3)
Moved: bing1354 (distance: 198, speed: 5, health: 1)
Moved: will1355 (distance: 225, speed: 5, health: 2)
Moved: fee1356 (distance: 166, speed: 3, health: 1)
Moved: noah1357 (distance: 100, speed: 3, health: 5)
Moved: potatobot1358 (distance: 176, speed: 2, health: 3)
Moved: paoletti1359 (distance: 266, speed: 4, health: 5)
Moved: garcia1361 (distance: 70, speed: 1, health: 3)
Moved: cris1362 (distance: 151, speed: 1, health: 3)
Moved: will1364 (distance: 117, speed: 2, health: 5)
Moved: noah1366 (distance: 167, speed: 4, health: 3)
Moved: darden1369 (distance: 69, speed: 2, health: 2)
Moved: garcia1370 (distance: 114, speed: 3, health: 5)
Moved: cris1371 (distance: 72, speed: 1, health: 3)
Moved: paoletti1377 (distance: 238, speed: 1, health: 4)
Moved: cris1380 (distance: 258, speed: 5, health: 5)
Moved: paoletti1386 (distance: 157, speed: 3, health: 1)
Moved: darden1387 (distance: 165, speed: 5, health: 4)
Moved: will1391 (distance: 223, speed: 7, health: 5)
Moved: noah1393 (distance: 186, speed: 6, health: 1)
Moved: paoletti1395 (distance: 185, speed: 5, health: 2)
Moved: cris1398 (distance: 261, speed: 8, health: 4)
Moved: bing1399 (distance: 111, speed: 1, health: 3)
Moved: potatobot1412 (distance: 216, speed: 4, health: 3)
Moved: paoletti1413 (distance: 65, speed: 1, health: 5)
Moved: darden1414 (distance: 171, speed: 4, health: 3)
Moved: garcia1415 (distance: 238, speed: 7, health: 2)
Moved: cris1416 (distance: 122, speed: 3, health: 1)
Moved: bing1417 (distance: 128, speed: 2, health: 2)
Moved: will1418 (distance: 184, speed: 6, health: 2)
Moved: potatobot1421 (distance: 131, speed: 3, health: 1)
Moved: paoletti1422 (distance: 195, speed: 6, health: 1)
Moved: darden1423 (distance: 237, speed: 8, health: 1)
Moved: cris1425 (distance: 113, speed: 1, health: 1)
Moved: potatobot1430 (distance: 135, speed: 2, health: 4)
Moved: fee1437 (distance: 220, speed: 1, health: 1)
Moved: noah1438 (distance: 257, speed: 9, health: 3)
Moved: paoletti1449 (distance: 176, speed: 3, health: 4)
Moved: darden1450 (distance: 203, speed: 6, health: 1)
Moved: cris1452 (distance: 274, speed: 1, health: 1)
Moved: fee1455 (distance: 169, speed: 3, health: 4)
Moved: will1463 (distance: 190, speed: 4, health: 3)
Moved: noah1465 (distance: 69, speed: 2, health: 3)
Moved: potatobot1466 (distance: 108, speed: 2, health: 3)
Moved: paoletti1467 (distance: 275, speed: 4, health: 5)
Moved: fee1473 (distance: 289, speed: 2, health: 5)
Moved: cris1479 (distance: 184, speed: 5, health: 4)
Moved: bing1480 (distance: 178, speed: 1, health: 1)
Moved: darden1486 (distance: 234, speed: 8, health: 1)
Moved: garcia1487 (distance: 277, speed: 3, health: 2)
Moved: will1490 (distance: 221, speed: 2, health: 5)
Moved: fee1491 (distance: 237, speed: 5, health: 5)
Moved: potatobot1493 (distance: 268, speed: 4, health: 2)
Moved: darden1495 (distance: 204, speed: 4, health: 3)
Moved: garcia1496 (distance: 184, speed: 5, health: 5)
Moved: cris1497 (distance: 148, speed: 1, health: 5)
Moved: bing1498 (distance: 104, speed: 3, health: 4)
Moved: potatobot1502 (distance: 235, speed: 6, health: 4)
Moved: paoletti1503 (distance: 236, speed: 5, health: 5)
Moved: will1508 (distance: 288, speed: 3, health: 3)
Moved: fee1509 (distance: 167, speed: 4, health: 3)
Moved: noah1510 (distance: 147, speed: 3, health: 2)
Moved: paoletti1512 (distance: 232, speed: 2, health: 1)
Moved: cris1515 (distance: 199, speed: 2, health: 2)
Moved: will1517 (distance: 197, speed: 6, health: 4)
Moved: potatobot1520 (distance: 119, speed: 1, health: 2)
Moved: paoletti1521 (distance: 188, speed: 5, health: 3)
Moved: darden1522 (distance: 242, speed: 3, health: 4)
Moved: cris1524 (distance: 262, speed: 3, health: 5)
Moved: potatobot1529 (distance: 245, speed: 8, health: 2)
Moved: bing1534 (distance: 118, speed: 4, health: 3)
Moved: noah1537 (distance: 220, speed: 3, health: 1)
Moved: darden1540 (distance: 257, speed: 2, health: 2)
Moved: fee1545 (distance: 99, speed: 2, health: 4)
Moved: noah1546 (distance: 180, speed: 5, health: 5)
Moved: darden1549 (distance: 123, speed: 3, health: 3)
Moved: bing1552 (distance: 172, speed: 3, health: 1)
Moved: fee1554 (distance: 264, speed: 7, health: 5)
Moved: potatobot1556 (distance: 156, speed: 3, health: 2)
Moved: cris1560 (distance: 252, speed: 3, health: 1)
Moved: bing1561 (distance: 284, speed: 3, health: 4)
Moved: potatobot1565 (distance: 215, speed: 7, health: 5)
Moved: darden1567 (distance: 255, speed: 4, health: 1)
Moved: cris1569 (distance: 267, speed: 2, health: 1)
Moved: bing1570 (distance: 188, speed: 6, health: 2)
Moved: will1571 (distance: 264, speed: 9, health: 3)
Moved: darden1576 (distance: 156, speed: 4, health: 3)
Moved: garcia1577 (distance: 242, speed: 4, health: 4)
Moved: cris1578 (distance: 185, speed: 1, health: 1)
Moved: bing1579 (distance: 81, speed: 2, health: 1)
Moved: will1580 (distance: 60, speed: 1, health: 1)
Moved: fee1581 (distance: 183, speed: 2, health: 3)
Moved: noah1582 (distance: 258, speed: 9, health: 3)
Moved: potatobot1583 (distance: 218, speed: 7, health: 2)
Moved: garcia1586 (distance: 85, speed: 1, health: 1)
Moved: cris1587 (distance: 270, speed: 1, health: 1)
Moved: bing1588 (distance: 276, speed: 6, health: 5)
Moved: fee1590 (distance: 188, speed: 2, health: 3)
Moved: noah1591 (distance: 275, speed: 2, health: 3)
Moved: potatobot1592 (distance: 204, speed: 7, health: 1)
Destroyed: noah1222 (distance: 173, speed: 6, health: 0)
Destroyed: noah1438 (distance: 257, speed: 9, health: 0)
Destroyed: noah1582 (distance: 258, speed: 9, health: 0)
Destroyed: potatobot737 (distance: 157, speed: 6, health: 0)
Destroyed: darden1198 (distance: 195, speed: 7, health: 0)
Destroyed: darden19 (distance: 204, speed: 8, health: 0)
Destroyed: darden667 (distance: 105, speed: 4, health: 0)
Destroyed: fee330 (distance: 204, speed: 8, health: 0)
Destroyed: garcia1280 (distance: 114, speed: 4, health: 0)
Destroyed: paoletti1053 (distance: 221, speed: 8, health: 0)
Destroyed: bing1165 (distance: 167, speed: 6, health: 0)
Destroyed: bing1264 (distance: 256, speed: 9, health: 0)
Destroyed: cris1236 (distance: 252, speed: 9, health: 0)
Destroyed: darden1234 (distance: 224, speed: 8, health: 0)
Destroyed: darden613 (distance: 182, speed: 7, health: 0)
Destroyed: fee168 (distance: 129, speed: 5, health: 0)
Destroyed: potatobot107 (distance: 231, speed: 9, health: 0)
Destroyed: darden1423 (distance: 237, speed: 8, health: 0)
Destroyed: darden1486 (distance: 234, speed: 8, health: 0)
Destroyed: darden793 (distance: 109, speed: 4, health: 0)
Destroyed: noah979 (distance: 173, speed: 6, health: 0)
Destroyed: potatobot1592 (distance: 204, speed: 7, health: 0)
Destroyed: garcia38 (distance: 134, speed: 5, health: 0)
Destroyed: paoletti378 (distance: 53, speed: 2, health: 0)
Destroyed: bing1282 (distance: 261, speed: 9, health: 0)
Destroyed: bing1534 (distance: 118, speed: 4, health: 0)
Destroyed: bing949 (distance: 225, speed: 8, health: 0)
Destroyed: darden37 (distance: 237, speed: 9, health: 0)
Destroyed: darden487 (distance: 194, speed: 7, health: 0)
Destroyed: darden649 (distance: 108, speed: 4, health: 0)
Destroyed: paoletti1044 (distance: 57, speed: 2, health: 0)
Destroyed: will1571 (distance: 264, speed: 9, health: 0)
Destroyed: fee1086 (distance: 57, speed: 2, health: 0)
Destroyed: garcia128 (distance: 53, speed: 2, health: 0)
Destroyed: paoletti1026 (distance: 202, speed: 7, health: 0)
Destroyed: cris1137 (distance: 230, speed: 8, health: 0)
Destroyed: cris516 (distance: 82, speed: 3, health: 0)
Destroyed: fee1212 (distance: 264, speed: 9, health: 0)
Destroyed: garcia29 (distance: 134, speed: 5, health: 0)
Destroyed: noah214 (distance: 130, speed: 5, health: 0)
Destroyed: paoletti108 (distance: 104, speed: 4, health: 0)
Destroyed: paoletti333 (distance: 215, speed: 8, health: 0)
Destroyed: will1229 (distance: 88, speed: 3, health: 0)
Destroyed: bing1120 (distance: 203, speed: 7, health: 0)
Destroyed: bing13 (distance: 54, speed: 2, health: 0)
Destroyed: cris1056 (distance: 203, speed: 7, health: 0)
Destroyed: darden901 (distance: 177, speed: 6, health: 0)
Destroyed: garcia371 (distance: 219, speed: 8, health: 0)
Destroyed: paoletti405 (distance: 168, speed: 6, health: 0)
Destroyed: potatobot1529 (distance: 245, speed: 8, health: 0)
Destroyed: potatobot260 (distance: 216, speed: 8, health: 0)
Destroyed: will1418 (distance: 184, speed: 6, health: 0)
Destroyed: darden361 (distance: 194, speed: 7, health: 0)
Destroyed: garcia1253 (distance: 240, speed: 8, health: 0)
Destroyed: bing400 (distance: 173, speed: 6, health: 0)
Destroyed: darden325 (distance: 162, speed: 6, health: 0)
Destroyed: darden505 (distance: 169, speed: 6, health: 0)
Destroyed: darden838 (distance: 58, speed: 2, health: 0)
Destroyed: potatobot1223 (distance: 154, speed: 5, health: 0)
Destroyed: potatobot125 (distance: 165, speed: 6, health: 0)
Destroyed: potatobot503 (distance: 198, speed: 7, health: 0)
Destroyed: potatobot764 (distance: 229, speed: 8, health: 0)
Destroyed: will626 (distance: 229, speed: 8, health: 0)
Destroyed: cris1317 (distance: 216, speed: 7, health: 0)
Destroyed: garcia758 (distance: 57, speed: 2, health: 0)
Destroyed: potatobot1565 (distance: 215, speed: 7, health: 0)
Destroyed: potatobot287 (distance: 83, speed: 3, health: 0)
Destroyed: bing508 (distance: 87, speed: 3, health: 0)
Destroyed: cris192 (distance: 140, speed: 5, health: 0)
Destroyed: noah1330 (distance: 94, speed: 3, health: 0)
Destroyed: noah1393 (distance: 186, speed: 6, health: 0)
Destroyed: bing1570 (distance: 188, speed: 6, health: 0)
Destroyed: cris75 (distance: 199, speed: 7, health: 0)
Destroyed: paoletti540 (distance: 118, speed: 4, health: 0)
Destroyed: paoletti900 (distance: 122, speed: 4, health: 0)
Destroyed: potatobot1583 (distance: 218, speed: 7, health: 0)
Destroyed: will176 (distance: 230, speed: 8, health: 0)
Destroyed: bing868 (distance: 182, speed: 6, health: 0)
Destroyed: garcia299 (distance: 225, speed: 8, health: 0)
Destroyed: noah304 (distance: 172, speed: 6, health: 0)
Destroyed: cris966 (distance: 210, speed: 7, health: 0)
Destroyed: darden631 (distance: 176, speed: 6, health: 0)
Destroyed: fee807 (distance: 154, speed: 5, health: 0)
Destroyed: noah538 (distance: 179, speed: 6, health: 0)
Destroyed: potatobot1295 (distance: 156, speed: 5, health: 0)
Destroyed: potatobot332 (distance: 197, speed: 7, health: 0)
Destroyed: will464 (distance: 148, speed: 5, health: 0)
Destroyed: garcia704 (distance: 208, speed: 7, health: 0)
Destroyed: will1391 (distance: 223, speed: 7, health: 0)
Destroyed: bing76 (distance: 89, speed: 3, health: 0)
Destroyed: cris174 (distance: 149, speed: 5, health: 0)
Destroyed: darden658 (distance: 240, speed: 8, health: 0)
Destroyed: noah1276 (distance: 260, speed: 8, health: 0)
Destroyed: paoletti1422 (distance: 195, speed: 6, health: 0)
Destroyed: cris1074 (distance: 223, speed: 7, health: 0)
Destroyed: cris255 (distance: 205, speed: 7, health: 0)
Destroyed: darden1180 (distance: 250, speed: 8, health: 0)
Destroyed: darden676 (distance: 60, speed: 2, health: 0)
Destroyed: paoletti1062 (distance: 158, speed: 5, health: 0)
Destroyed: darden550 (distance: 153, speed: 5, health: 0)
Destroyed: cris1398 (distance: 261, speed: 8, health: 0)
Destroyed: fee1122 (distance: 222, speed: 7, health: 0)
Destroyed: fee582 (distance: 215, speed: 7, health: 0)
Destroyed: noah412 (distance: 30, speed: 1, health: 0)
Destroyed: will1517 (distance: 197, speed: 6, health: 0)
Destroyed: bing301 (distance: 239, speed: 8, health: 0)
Destroyed: darden10 (distance: 145, speed: 5, health: 0)
Destroyed: will437 (distance: 243, speed: 8, health: 0)
Destroyed: darden1450 (distance: 203, speed: 6, health: 0)
Destroyed: paoletti666 (distance: 218, speed: 7, health: 0)
Destroyed: cris12 (distance: 210, speed: 7, health: 0)
Destroyed: bing967 (distance: 260, speed: 8, health: 0)
Destroyed: garcia254 (distance: 154, speed: 5, health: 0)
Destroyed: garcia650 (distance: 220, speed: 7, health: 0)
Destroyed: potatobot278 (distance: 61, speed: 2, health: 0)
Destroyed: cris1245 (distance: 201, speed: 6, health: 0)
Destroyed: darden1387 (distance: 165, speed: 5, health: 0)
Destroyed: darden784 (distance: 95, speed: 3, health: 0)
Destroyed: darden1054 (distance: 197, speed: 6, health: 0)
Destroyed: garcia1136 (distance: 196, speed: 6, health: 0)
Destroyed: noah1357 (distance: 100, speed: 3, health: 0)
Destroyed: will1247 (distance: 33, speed: 1, health: 0)
Destroyed: fee1320 (distance: 136, speed: 4, health: 0)
Destroyed: garcia677 (distance: 131, speed: 4, health: 0)
Destroyed: noah1006 (distance: 237, speed: 7, health: 0)
At the end of round 8, the median zombie lifetime is 2
Round: 9
Moved: paoletti0 (distance: 60, speed: 2, health: 2)
Moved: bing4 (distance: 131, speed: 3, health: 4)
Moved: noah7 (distance: 125, speed: 1, health: 5)
Moved: potatobot8 (distance: 126, speed: 3, health: 2)
Moved: paoletti9 (distance: 196, speed: 3, health: 3)
Moved: garcia11 (distance: 104, speed: 3, health: 1)
Moved: will14 (distance: 217, speed: 2, health: 3)
Moved: fee15 (distance: 193, speed: 4, health: 1)
Moved: paoletti18 (distance: 155, speed: 2, health: 3)
Moved: cris30 (distance: 191, speed: 4, health: 5)
Moved: bing31 (distance: 158, speed: 3, health: 3)
Moved: paoletti36 (distance: 233, speed: 3, health: 3)
Moved: bing40 (distance: 208, speed: 3, health: 4)
Moved: will41 (distance: 107, speed: 2, health: 3)
Moved: fee42 (distance: 248, speed: 5, health: 3)
Moved: noah43 (distance: 141, speed: 2, health: 4)
Moved: bing49 (distance: 74, speed: 1, health: 5)
Moved: paoletti54 (distance: 97, speed: 1, health: 1)
Moved: bing58 (distance: 155, speed: 2, health: 5)
Moved: fee60 (distance: 228, speed: 7, health: 3)
Moved: darden64 (distance: 174, speed: 3, health: 3)
